feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Bacteroidaceae	Barnesiellaceae	Candidatus	Christensenellaceae	Clostridia	Clostridiaceae	Coprobacillaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Evtepia	Intestinimonas	Lachnospiraceae	Lactobacillaceae	Odoribacteraceae	Oscillospiraceae	Peptostreptococcaceae	Rikenellaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Bifidobacteriaceae	Coriobacteriaceae	Desulfovibrionaceae	Enterococcaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Veillonellaceae	Clostridiales	Atopobiaceae	Micrococcaceae	Peptoniphilaceae	Prevotellaceae	Gemmiger
210125-MICU-140-01	0	0.000518321839756406	0	0.279001530967917	0.0356029483296021	0	0.00020107881089507	0.00649451595451584	0.00120897810957173	0.00533564272897042	0.0154708059278297	0	0	0.0015986095103553	0.00360082704703833	0.0054038117422378	0.0647881202902233	0	0.0389971586575108	0.0621884679390055	0.00280653278026332	0.0380690316084024	0	0	0	0.426749230725212	0.000224417138454694	0.000685118361580841	0	0	0	0	0.00257539103895246	0.000893712905079857	0	0	0.000627365889992618	0.0065030865267835
210125-MICU-142-01	0	0	0	0.399318487091201	0	0	0	0	0.00118068757897911	0	0	0.314316222701942	0	0	0	0	0.000617409621784671	0.217293879738672	0	0	0	0	0.00189900052291663	0	0	0.00288642856252534	0	0	0	0.0516408957603392	0	0.0108469884216406	0	0	0	0	0	0
210125-MICU-145-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999312080355502	0	0	0	0	0	0	0	0
210226-MICU-147-01	0.00245293914959957	0.00101021094152222	0	0.00121311655798181	0	0	0	0	0	0.0102490929988426	0.000222985340997898	0.194050558336821	0	0.00159684009390886	0	0	0.0318887109379079	0.0410296039394813	0	0.000425890957457489	0.000140758869013531	0	0	0.0400578456704499	0	0.00418712455935044	0.00952501813199126	0	0	0.649960804377701	0.000162143775646828	0.000411634353035291	0	0.00107055051375983	0.000889330999801612	0	0	0
210226-MICU-152-01	0	0	0	0	0	0	0	0	0.00101722598964947	0.0547225283987625	0.0128886453232158	0.0261357957492746	0	0	0	0	0.553036264828699	0.00455440755974294	0	0.14371721612689	0.00958596219880929	0	0	0.000247703813503892	0	0	0	0	0	0.177100076467333	0	0.00284359025889536	0	0	0.000813161790103155	0	0	0
210226-MICU-162-01	0.0103470077438735	0	0	0.0672230993397085	0.0167273124038522	0.0033984187429425	0.00284534090711349	0.0463221499678077	0.00746749139225588	0.0570634294682317	0.00440408606631071	0.00225479549680514	0.00502128205260855	0.00327833438289572	0.0125339226559525	0	0.300081409671243	0.00676250527328676	0.00643015691388838	0.0935816163699752	0	0.0256221772924865	0	0.0185895605931415	0.00169983644384747	0.00903015575380449	0.182407202302484	0.0584179058008741	0.00451288312358546	0.000336424329843832	0.0217960951889596	0.00376839144491428	0.000955344765176288	0	0.000883074673816546	0	0	0.0256472601875354
210226-MICU-181-01	0	0.00273914493513098	0	0.0870454278437195	0.00362986133681319	0.000277787173520412	0.000117487633977162	0.0436808892065467	0.0453142777868467	0.0215938676357191	0.0173891502539383	0.079762665175113	0.00880046106134636	0.00629841564902604	0.00430553778534666	0.000305402486652735	0.0869480389287677	0.0883243926714515	0.00226412886841107	0.0617953907918127	0.00100493595126502	0.022633608685784	0.0230599302950279	0.094560551312765	0	0.0427189285650675	0.0421421116694633	0.0437060534563833	0.00623256374847973	0.0516934151204134	0.000138730182540488	0.00240612713534592	0.000448544583125606	0	0.00285614235644898	0	0	0.00780549276748413
210226-UC-001-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201645756687704	0	0	0	0	0.035608902073116	0.00195180384471008	0	0	0	0	0	0.942031343749362	0	0	0	0	0	0	0	0
210305-MICU-008-01	0.00258331498122754	0	0.0569802894681227	0.463098790212401	0	0.0179336234817304	0.00512116314486424	0.00848318994007414	0.00147804182265957	0.00365689465782665	0.0205163460614258	0.0750488323987952	0.0424608241164294	0	0	0	0.00909810273042309	0.00247342449701778	0.00255621261113268	0.0117667235322771	0	0.057356612541407	0	0.0112658480368628	0.0379387270209297	0.0507026104321614	0	0	0.0618357605258275	0.000828177341915059	0	0	0	0	0	0	0	0
210305-MICU-190-01	0	0	0	0.358803703775338	0	0.148482777294941	0	0.0153118267628402	0.000702677881228877	0.122710018798388	0.000105128721853111	0.00749892219663501	0.0134753496543854	0	0	0	0.00806246829760725	0	0.0322241369306281	0.0445854964789677	0	0.0101915588811309	0	0.00190042781462656	0.00298743384221458	0.018415619694821	0	0	0	0	0	0.00243293442650566	0.00527515337251068	0	0	0	0	0.206649376059476
210307-MICU-213-01	0	0	0	0	0	0	0	0	0	0	0	0.00242623589114773	0	0	0	0	0	0.0175887573749581	0	0	0	0	0.769692100495562	0.199583326674502	0	0	0	0	0	0	0	0.00153274183542566	0	0	0	0	0	0
210307-MICU-216-01	0	0	0	0	0	0	0	0	0	0	0	0.00200244660762716	0	0	0	0	0	0.0150400613388849	0	0	0	0	0.741987732223014	0.230899215150109	0	0	0	0	0	0.000591180798348416	0	0.000475798187128263	0	0	0	0	0	0
210307-MICU-221-01	0	0	0	0	0	0	0	0	0	0	0	0.00494993312784344	0	0	0	0	0	0.0515505776589469	0	0	0	0	0.02296676544935	0.139886975395406	0	0	0	0	0.000135781028555584	0.779232553715987	0	0.000432831805062274	0	0	0.000193428412609007	0	0	0
210311-MICU-217-02	0	0	0	0.00332641793777895	0	0	0	0	0	0.000131563556262632	0	0	0	0	0	0	0	0.0583345756078248	0	0	0	0	0	0.000537197589249823	0.00268100263589166	0	0	0	0	0.932754972482303	0	0	0	0	0	0	0.00223427019068934	0
210311-MICU-219-01	0.00476676679594212	0	0	0.41261974981647	0.00540433950200107	0	0	0.00964176914888902	0.0187897230566329	0	0.00134937709146618	0.00134482300070862	0	0.00121442420201704	0	0.00475340812971994	0.289584764076846	0.0563237800653482	0.000942544983790473	0.00524995582531965	0	0.0163894136213462	0	0.0396914816035986	0	0.0512805799604219	0	0.000525390270397621	0.00562096241903586	0.0553567947944921	0	0.0120731982043524	0.000531310588382454	0	0.000437951727852394	0	0.00120577142957767	0
210311-MICU-243-01	0	0	0	0.172524675669886	0	0	0.0107981332405935	0.00681342842399792	0.0262293461118459	0.00559594854058045	0.0236259381375035	0.00309345870590203	0	0	0.000797005585393602	0	0.380142261188854	0	0.0372731509389641	0.0700295419813537	0.000321710227509552	0.0395019662881716	0	0.00508414171060878	0.0161774901281703	0.0189042185613338	0.000284660238134499	0.0242099062839905	0.00667707584682113	0.00152831206172097	0.0204160519940595	0.0644066675764019	0	0.0192574859018867	0	0.00752405583648806	0.00222041447952358	0
210311-MICU-246-02	0	0	0.0666894419273222	0.140560672803797	0	0.00374766022105977	0.00460990899261543	0.0292116504080741	0.024604863350666	0.00306455106497386	0.00723114525814465	0.00870544199392352	0.000380578768134913	0.0118293098278372	0	0.000752832375716874	0.249535091815371	0.00209868377725022	0.0115965026595171	0.124426957642921	0.00342520891321422	0.0696243583494002	0	0.0336059972078006	0.00283055458800341	0.0353519023066195	0.0569736822348656	0.0892323414053198	0.00918086812692956	0.00088142637354371	0.000957839454333298	0	0.00354770770420764	0	0	0	0	0.00121368947775525
210311-MICU-247-01	0	0.00177304502526051	0	0	0	0	0	0	0	0	0	0.150462866715844	0	0	0	0	0.000321187389559971	0.000476399637777664	0	0	0.0150656712085698	0	0.308922109848806	0.0222115524816229	0	0	0.000858992164953686	0	0	0.470529329280292	0.000705479320913559	0.00337524328386972	0	0.00235004939035008	0.00411697656057135	0.000690864444986491	0	0
210311-MICU-258-02	0	0.0051982944124306	0	0.0486501617054566	0	0.00211717664470151	0.00185991641294348	0.0229006643864903	0.0121415911183669	0.00353763526122013	0.0118971597788026	0.00100010768080788	0.0761606291943824	0.00106602635027161	0.00217886450929283	0	0.390389467424918	0.036773882995863	0.0177426308591359	0.0867211275886555	0.000533900279383247	0.0111569054037068	0	0.216526042446437	0	0.000103722958162389	0.00748033596957969	0.0202172422767681	0.000814498176727816	0	0.00153346204988501	0.00116347133991365	0.00182293098970399	0.000473986623286814	0.00243612474105086	0	0	0.0148460307748746
210327-MICU-260-01	0	0.000214160083072923	0	0.160307373448418	0	0	0.00981761279766171	0.0277901085889999	0.00108578405368562	0.0227775518460372	0.00251906743651289	0.0152739273947373	0.0256527455549675	0	0.00192411105025164	0.000144236437574909	0.0231294403217577	0	0.038667473260638	0.0598897537189315	0	0.30524107992984	0	0.000362785667226712	0	0.298806591045203	0	0.000722695686694847	0	0	0.0044280434985615	0	0	0	0	0	0.000747819767111883	0
210327-MICU-264-01	0	0.00411976745900388	0	0	0	0.0152359804447521	0	0.00387377947389652	0.0453171764032705	0.0123409728187261	0.000339495296940837	0.000759215617102434	0.00161472782664701	0.0111233854215991	0	0	0.165809317073864	0.268498542202413	0	0.0238483492041186	0.00174144086001225	0	0	0.305766784529268	0	0	0.0142655764387076	0	0.00376858374808386	0.10661294600763	0	0.00610015669115876	0.000377084173714802	0	0	0	0.00787892078217273	0
210327-MICU-274-01	0.00549763180130387	0	0.0684390043488035	0.293954052035772	0.00395539569460702	0	0.000682552848427532	0.0253641444639964	0.00814063456872427	0.00438032780107648	0.00705149572483934	0.00851039914419268	0.0229923282248458	0.00555008617504257	0.0051021568308256	0.00252000630486069	0.26149952325951	0	0.00763792528740087	0.101138104872572	0	0.0345196290468033	0	0.00259946305325799	0.0109447471983421	0.0162307527331829	0	0	0.00728237248806857	0.0942021121283298	0.000357103174910789	0	0.000507877199918347	0	0	0	0	0
210327-MICU-286-01	0.0240475792748831	0.002041816071385	0	0.0735619541694742	0	0	0.000234748518778407	0.0584329416925435	0.0287263277368178	0.0130918886946132	0.0101148323793686	0.00362003398289808	0	0.00406405859408831	0.0063820493934479	0	0.166910084748103	0.0115069675130037	0.00417291970045499	0.0143775758991163	0.0089817116022612	0.0799800671560411	0	0.0281706266458204	0.00101313224238059	0.0270738375926358	0.105387605868096	0.275556954602505	0.00248302530913471	0	0.00192035281723695	0.012488326255127	0.00265731033164295	0.000437187275691824	0.000299368042508385	0	0.0012788498690047	0.0107430628528099
210327-MICU-291-01	0.0225608627233176	0	0	0.140098876043204	0	0.00596496100011205	0	0.000669770093102793	0.00383433938915603	0.000905937434533292	0.0300413627793449	0	0	0.00152759710996458	0	0.00146815942939827	0.201910897070502	0	0.00318978159088362	0.0547556234379339	0.00341535246057382	0	0.00436489376732584	0.0242538622312516	0.0225520932294636	0.00724408911754532	0.0328589280755346	0.0102964819713822	0.000860750181479803	0	0.000575132638594542	0.180375577934005	0.00454576457806555	0.00114478434353031	0	0	0.189516191896013	0
210327-MICU-294-01	0.00841183318231616	0.00381899999626092	0	0.0590286562878192	0	0.00155234022611446	0.000450714599974824	0.0112452747411624	0.00167791090277527	0.00702868620043697	0.0382334667352995	0	0	0.000664776770858131	0.0119955829034433	0	0.272371677985684	0.000571767224993986	0.000585165585034717	0.00583576477215933	0	0.00113886060346214	0	0.186737306144426	0.00149843519618315	0.00404054032158557	0.151621918221396	0.129731802222757	0	0	0.00152943837813786	0.0071223189258379	0	0	0.00226105115431546	0.00873884664424051	0	0.00374780173418402
210327-UC-047-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094010461694201	0	0	0	0	0	0	0	0	0	0	0	0.99059895383058	0	0	0	0	0	0	0	0
210417-MICU-295-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
210417-MICU-303-01	0	0.00143203252248236	0	0.345278159989647	0	0	0	0.0268923492517311	0.0483083818583181	0.00115243449283496	0.00771785680225461	0	0.000221275432594722	0.00367920469003792	0.0043572987476161	0	0.321495806905646	0.000785352567608531	0.000662074116756833	0.0585414945253104	0.0122742784080484	0.0182643595615643	0.00302764365944509	0.0412931496480244	0.00577694084711945	0.00443151612970245	0	0	0	0.000107133354242694	0.000297995930434408	0.0388218234647578	0.0139547451690492	0	0.000426155457005107	0	0	0.0355975600628883
