feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Bacteroidaceae	Barnesiellaceae	Candidatus	Christensenellaceae	Clostridia	Clostridiaceae	Coprobacillaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Evtepia	Intestinimonas	Lachnospiraceae	Lactobacillaceae	Odoribacteraceae	Oscillospiraceae	Peptostreptococcaceae	Rikenellaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Bifidobacteriaceae	Coriobacteriaceae	Desulfovibrionaceae	Enterococcaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Veillonellaceae	Clostridiales	Atopobiaceae	Micrococcaceae	Peptoniphilaceae	Prevotellaceae	Gemmiger
210417-MICU-311-01	0.00367281698380619	0.000422466119184985	0	0.0193832109867458	0.000119124616099611	0.000230760740858338	0	0.0390678049480725	0.0180076327312049	0.017963277820955	0.0289844937537918	0.00352247111919305	0.000950692777615079	0.0155177669641403	0	0	0.703537425060363	0.00491659779174759	0	0.110531745097285	0	0.00261555721403237	0	0.0163951877341738	0	0.00301901408596742	0	0	0.00216647814869747	0.00417569797923637	0.000143318203508623	0.000826383821356394	0.00068940203359775	0	0	0	0.00267108725751401	0
210417-MICU-314-01	0.028999154346318	0.000306443949727741	0.00986429053862174	0.263268686821866	0.00677123816088422	0.00330865043200442	0.00101790322236829	0.0492977040023268	0.00646536646876568	0.0221199025616969	0.00889130953857581	0.0071163094992331	0.00546649081190336	0.00800860217638153	0.00132549168731444	0.000582987439374671	0.120397421464439	0	0.00794293561572558	0.120897002357272	0.00588566951064392	0.033405824065979	0	0.00393927831734517	0	0.0565935593264471	0.138924690755565	0.0378727238990086	0.0011270613613236	0	0.000151791330840865	0.0257819220673836	0	0.00545790694776533	0	0	0.000795438076790962	0.0054250021352362
210417-MICU-316-01	0.0210489556219831	0	0.00272498795389079	0.143513021756252	0	0.00179173853495563	0.000886419698988595	0.282195390651015	0	0.0260696033472546	0.00562625635358044	0.00938016015429724	0.0302643755114683	0.0240375279995732	0.00963086640501118	0.00629709209181502	0.203958315528284	0.00365505964182958	0.00143683615736057	0.0621977287920324	0.00616529987996539	0.0327140716116732	0	0.010098160110478	0.00393921569250535	0.0687957018345041	0.0336903040235594	0	0	0	0.00140806932939339	0	0.00809786207276034	0	0	0	0	0
210417-MICU-317-01	0	0	0	0.0783787108258304	0	0.000423179612664105	0	0	0.00125334057530661	0.0172317877744119	0.190110783461878	0	0.0021114688508674	0	0.00108718183385088	0	0.57506996257442	0.0023591251014606	0.00269599834575242	0.0016240023831694	0.000730820054765314	0.0373826796532863	0.00359171165270115	0.00390871671541753	0	0.0109511645158833	0	0	0	0.0591416287504989	0.00712103468427688	0	0	0	0	0.0048267026335591	0	0
210417-MICU-318-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164602646778126	0	0	0	0	0.000140952841206556	0.0973926021786471	0	0	0	0	0	0.902301842333368	0	0	0	0	0	0	0	0
210417-MICU-319-01	0.012764695016732	0	0.415818563173548	0.105548212692067	0	0.0029710166609456	0.000534272905805335	0.0100141666783517	0.00785620760747646	0.00911532069237087	0.0131066340928385	0	0.00238783222439595	0.000791858913088626	0.00200680808760442	0	0.0753049876843415	0	0.00306022775991041	0.0130356406069049	0	0.0176191920455498	0	0	0	0.0159086133868099	0.00407290622489213	0.00511572655870725	0.0201769449151275	0.261115476590975	0.000227444138449884	0	0.000867710429163903	0	0	0	0	0
210417-UC-049-08	0	0.000521144986475248	0	0	0	0	0	0	0	0	0	0.930906592858742	0	0	0	0	0	0.00427684546298692	0	0	0	0	0.0508068018122599	0.00631259828121259	0	0	0	0	0	0.000737362143433555	0	0	0	0	0.000131373979661084	0	0	0
210423-MICU-323-02	0	0	0	0.282715665105122	0	0	0	0.00125041028883682	0.0154108076115676	0.0271603053136238	0.00408833657322848	0	0	0.0361467891105591	0	0.000278115470776668	0.306528535547816	0.000564061503846437	0	0.082907513881303	0	0	0.000515773036372309	0.000334887047401656	0	0.0207303695960148	0	0	0	0.217472203135227	0	0	0	0	0	0.00389622677830438	0	0
210423-MICU-325-01	0.0204190130219988	0.000171284546635316	0	0.18503016794632	0	0	0.0102461686926835	0.0602730640108573	0	0.129182659298273	0.00136838131001337	0	0.0671027255380157	0.000260060962721194	0	0	0.108289297412656	0.000184112665872684	0.00478226454205801	0.0261727160481229	0	0.020886802051916	0.00316548419590287	0.00457890969732927	0	0.29002118097415	0.00050627338762932	0	0.0389056448097867	0	0	0	0	0	0	0	0	0
210430-MICU-199-01	0	0.00077752453000986	0	0.00102087751086345	0.000106393452981882	0	0	0.032077038264905	0.000211170430849399	0.000696553822008456	0.00557933733337448	0.0783142515793696	0.0411628040259047	0.00114446438097085	0	0	0.00743960628544305	0.487897597771028	0.000284058763278976	0.032164621825647	0.000581343232039125	0.0035693240048024	0.00100706399624978	0.0445743012786318	0.00182279611987192	0.014939463006967	0	0	0.00908326757218663	0.128716239549856	0	0.00177239148676033	0	0	0	0.00961303055284918	0	0
210430-MICU-201-01	0	0	0	0.0274258291408306	0	0	0	0.138274546213654	0.0203566867021921	0.0765228605097571	0	0	0	0	0	0	0.00153461209439627	0	0	0.0848991070592381	0	0.0128370200631497	0.0817384754180207	0	0	0.487259889803488	0	0	0	0.0437758599431208	0	0	0	0	0	0	0	0
210430-MICU-207-01	0	0	0	0.00100889364081727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00487764675558279	0.000853466495493996	0	0	0	0	0	0.993259993108106	0	0	0	0	0	0	0	0
210430-MICU-210-01	0.00571248638335793	0	0	0.410835366281168	0	0.00016115761958428	0	0.0296508961775791	0.00143765974857429	0.000126721172048208	0.000402460496563664	0	0.0119495711671305	0	0	0.0254209112478604	0.0857695468336925	0	0.0156377394726665	0.0136456281443388	0	0.0642831855249985	0.00289551065163916	0	0	0.133986643117752	0	0	0	0.00918598431630397	0.0100961966058545	0	0.00148770408240369	0	0	0	0	0
210430-MICU-222-01	0	0	0.327844143824009	0.043475037843776	0	0	0.0025802497841074	0.0808446769046497	0.00773669978425926	0.00886821659384756	0.00680169951372562	0.0910649992795144	0	0	0.00536016577131842	0.00548064042119108	0.0968528444334806	0.000449052102980066	0	0.0305042713381584	0	0.198918270379986	0	0.00131914679650482	0.00971727603104534	0.0115835644680549	0.00401717151844291	0	0	0.0151552834995737	0	0.0465816189880647	0.00038594633399915	0	0	0	0	0
210430-MICU-224-01	0.0275540439061422	0.00312983458664669	0	0.184047036924592	0.00345175862457876	0.00324009120022696	0.000754578571737723	0.0121565024706643	0.00422876762486719	0.00431548808454566	0.000653167760966189	0.0759348986823861	0.0406131341848261	0.011755440089747	0	0	0.0843524698587167	0.0371984963398911	0.015762746722867	0.0842306821093322	0.00103385320327055	0.0303910192355141	0.00673829028955156	0.00811191709713608	0	0.17804452787581	0.0320914668647284	0.0546307303821418	0.00621196502243201	0	0.00625872140870673	0.00156586505791	0	0	0	0.000642742350513041	0.075832224185499	0
210430-MICU-229-01	0.0246876651202797	0	0	0.0405525993984863	0.000271374242791256	0.0101567318731837	0.000202066432581978	0.0290914303890901	0.0254856113778602	0.0219616508869378	0.00625834186432989	0.000226610043440797	0.0421663418124536	0.0219668106233115	0.00765300466091537	0	0.545294885209114	0.000881059848897818	0.000918154169854896	0.095360713683579	0.00171930783112713	0.00360721353457421	0	0.0016147185803083	0	0.00154345843741707	0.00779413042335358	0.0628419632713231	0.001615276389646	0	0.000154234281874167	0.00104896045954564	0.00504677998284457	0	0	0.00448715776479662	0.000243483775906234	0.0313370313303376
210430-MICU-233-01	0.0923386600506195	0.00369836492623026	0.0121637081109705	0.220309080397599	0	0	0	0.000358550882207747	0.000616734766356074	0.00158282389134205	0.000799756939287957	0.164183264688665	0.000346288850770623	0.00144090223119016	0	0	0.0594014811625677	0.00561396672629647	0	0.0109781513307256	0.000847442617098994	0	0	0.0514109510840317	0.00244014425598762	0.000541232443155266	0.0797368113904281	0.00452741449617357	0.00501028875267437	0.00809350843514225	0.00805592757953403	0.184498498809448	0.000376716854707189	0.00567141661432596	0.00173360146308742	0.00012284738902748	0.0402282054880311	0
210430-MICU-239-01	0.0178371858295625	0	0.17620679203601	0.330112305246249	0.00115402439885093	0	0	0.0010210917516206	0.00663452681116735	0	0.00200872193482326	0.00389787300912233	0	0	0	0.000402680854067134	0.211259897714952	0.00760845259774832	0	0.00204047045366349	0.0135086521566038	0	0	0.185915900229252	0	0.00813344519166398	0.000872627454885697	0.0127189363012793	0	0	0	0.0157970579858146	0	0	0.00115071250300069	0	0	0
210510-MICU-228-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
210510-MICU-248-01	0	0.037940470415758	0	0.0664010019784398	0	0	0	0.0374218106702041	0.0162024282692003	0.000390760292414244	0.0123017303462089	0.0143465522779991	0.0105105102748771	0	0	0.012384119564489	0.388440212027476	0.0194684938136682	0.0115807854532968	0.13845264887614	0	0.0401213522565936	0	0.0402158252268881	0	0.0270095397298858	0.00166457607294694	0	0.0462303950931806	0	0.00202049749591703	0.0105392288023919	0.0131133818451513	0.000274944591289059	0.0127012788219064	0	0	0.0266523628521609
210510-MICU-250-01	0	0	0	0.199270938777904	0	0.00606867696510621	0	0.0983695506916299	0.00387923574164516	0.0190178432648117	0.0258524029879677	0.000650150516785976	0.0734594832062398	0.000252353373607807	0	0.000559588740550372	0.298914063102096	0	0.00287864488444032	0.0663280676893487	0.0111381902643236	0.0248567424280365	0	0.00199910579976817	0.0091638656955884	0.0172640846267363	0	0	0	0	0.0156256689959294	0.0288077269694786	0.0156167166140379	0	0	0	0.000124165644494947	0.0785379488873487
210510-MICU-253-01	0.00582883249671833	0.000894566701107544	0.00739759616592037	0.0409261612830541	0	0.0085740804869499	0.00142709741226508	0.0515201797481277	0.0514457209539073	0.0435690063235148	0.0118341730139399	0.00153144584121989	0.0197388317998831	0.0784894733658594	0.0126707290630183	0.00108486993764209	0.381276779078812	0	0.00080047625330422	0.0303172864314853	0.00276894746392639	0.0211434677706613	0	0.0838345889927617	0.00336337978548085	0.00839686501947071	0.000336214175327291	0.0617056475845815	0.00528038422860159	0	0.0182339152202618	0	0.000232396331604451	0.000646960259519849	0.000499457565031179	0.000337805931023212	0.000608934984561738	0.00192124912497652
210510-MICU-254-01	0.0314102935976319	0	0	0.0655697927757107	0.00121994342716964	0	0	0.0488006256663291	0.0149952181972808	0.00129191720079311	0.00878573503878279	0	0	0.00463340194512132	0.00492899991839763	0	0.514868241054852	0	0	0.114848357998994	0.00446189253473096	0.00439196483828408	0	0.0115367459814442	0.00101521535202999	0.0034381318015517	0.145847029011689	0.014013702939924	0	0	0	0	0.00303685995997873	0	0	0	0	0.000761742497095172
210510-MICU-261-01	0.00469654223913813	0.000310755418853804	0	0.119354653592364	0.000406948754873159	0	0.0283734381131482	0.0566097782473904	0.000165566411684404	0.0260024671642849	0.0336075842302263	0.036266985353291	0.0074292121181428	0.00118578514214513	0	0	0.121032493120004	0.0879674572849895	0.00286392433749837	0.0340200768377984	0	0.0943548745973028	0	0.000124811602654397	0	0.0156432539778267	0.00399981480535308	0	0	0.0178008615147094	0.00627099640563561	0	0.00447523763275092	0	0	0.00326547907352932	0	0
210510-MICU-267-01	0.000431675450668039	0	0.0106240816288659	0.000944141536140005	0	0	0	0	0	0	0.000168144094283802	0.938895915637378	0	0	0	0	0.000534643906790691	0	0	0	0	0	0.00087930535442761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210520-MICU-337-01	0	0.0312023921794737	0	0	0	0.00210958396679536	0.0112344475938478	0.0277815336467321	0.0032967730577449	0.157585542733244	0.159710441046637	0	0.0276920036204686	0.0019828806547734	0	0	0.271011447146852	0.0460956596916581	0	0.0429385482392101	0	0.00463186994062091	0.163531043293134	0.0114474086358517	0	0.000300527690498364	0.000833650200689931	0.0201772406557944	0	0.00149334513105219	0.00993298991674624	0	0	0	0	0.000356680294689914	0	0
210520-MICU-338-01	0.00992235966925889	0.00121660330981343	0	0.0311948367062191	0	0.00159756628762136	0.000306237083388914	0.0578125543295816	0.0105693518887886	0.00420804144189366	0.00543273689594198	0.00219360328642208	0.000429895162478244	0.0108223578358825	0	0.00203530071482715	0.121944314668086	0.217832430658859	0	0.17218654162618	0.00142497602386171	0.0207346023248478	0	0.221257177826766	0	0.00748181954391916	0.030113018173818	0.0182500611652308	0.0057279737207616	0.000448987565282425	0	0.00414722392037836	0.000168291312134866	0	0	0	0	0.0119170732231579
210520-MICU-340-01	0.00326543825505019	0.00106904228587953	0	0.190028432773779	0	0.0451399553105088	0	0.0522141621902534	0.00874682327918292	0.00496090181019947	0.0117403690145283	0.000214035792058601	0.00357086266995272	0.000263822131369099	0.0109036629787644	0	0.329700029348933	0.000138219608679373	0	0.111894001928254	0.000732472992047598	0.00694121597336726	0	0.0147555115637298	0	0.0119575874949446	0.0855513450609337	0.0861000178003213	0.000690075036424732	0	0	0.00472708788334629	0	0	0.000574929918339037	0	0	0.0133262571562179
210520-MICU-345-01	0	0.00078732279357332	0	0	0	0.000360416618727654	0	0.000997216210687732	0.000726299874000384	0.00015255729893234	0.00664768430097674	0.00295592479789654	0.000167177373413356	0	0	0.000415718639590628	0.0151044439051261	0.0807034467906203	0	0.000175568024854635	0.00188675239454572	0	0.000307784350595997	0	0	0	0	0	0	0.888463197522164	0	0	0	0.000148489104294145	0	0	0	0
210520-MICU-347-01	0	0.0015918044458876	0	0.301321708249122	0	0	0.000260629339024923	0.0219226373967862	0.0126519785383776	0.0384333490183892	0.011349180744644	0.0188410240116263	0.00185057297749423	0.000260745639488566	0	0	0.327803672722122	0	0	0.114519903545047	0.0106790574731305	0	0.00157261486938644	0.00109845787911218	0.00837828540087258	0.0131445110019076	0.000579990412189777	0.0667935659792301	0.010098020356768	0.00500603715706773	0	0.0318422528423252	0	0	0	0	0	0
210520-MICU-352-01	0.00300534883694682	0	0	0.832635919037187	0	0	0	0.00447207464669346	0.00100306212167899	0.00377082282245676	0.00865656042357281	0.00587220805722883	0.0111604346339167	0	0.000599105855954997	0	0.0737550325230506	0.000115238711177478	0	0.0384274261360494	0	0.00151277614682834	0.00301607134190457	0.00277735452100313	0	0.000378560859245113	0.00138489616664804	0.00467681805714982	0.00138613771985368	0	0	0	0	0	0	0.00111017430278322	0	0
210520-MICU-358-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356942632568825	0	0	0	0	0	0	0.963604063833207	0	0	0	0	0.000701672909910767	0	0	0
210520-MICU-360-01	0	0.000187921729713151	0.0796228579305075	0.230051986507752	0	0	0	0.00989835606159489	0.0110610109612883	0.00491444131955625	0	0.063031341488575	0	0	0	0	0.388508231658739	0	0	0.0602914072124271	0.000715565171278025	0.0342887350895298	0	0.00113584059627919	0	0.091510347772651	0	0	0	0.0101751417224578	0	0	0	0	0	0	0	0
210625-LD-001-01	0.00149268221505677	0	0	0.392951924993638	0.00628576385358341	0	0	0.000358923894691913	0.00180978527182683	0.00160137043668882	0.000452790995192327	0.000867437709642748	0	0.00238884302766782	0.00010340317068589	0	0.0285536366607899	0.0325930240774283	0.00912326174961611	0.00580666249607212	0.000225763589330861	0.0222782131242751	0	0.0059152358252923	0.0478113282769183	0.0171852622907594	0.0917620417300729	0.00659689250493607	0	0.114792455474882	0	0.066944591410988	0	0	0.000117649829758169	0	0.0316538935027767	0
210625-MICU-361-01	0	0	0.0428852846986424	0.0983213860346422	0	0	0	0.000538448842654704	0.00140312794982617	0.00370640530925278	0	0.0947107746714051	0	0	0	0	0.198367786981289	0	0	0.00329379158711989	0	0.0218721466916584	0	0	0	0.151134856642067	0	0	0	0.380448190194175	0	0	0	0	0	0	0	0
210625-MICU-367-01	0	0	0	0	0	0	0	0	0	0.00315982735250755	0	0	0	0	0	0	0.00238423719795014	0.00138159021553679	0	0	0	0	0	0.111611638404695	0	0	0.000930567680006115	0	0	0.880532139149304	0	0	0	0	0	0	0	0
210625-MICU-373-01	0.000780499982192856	0	0	0.000886561344384704	0	0	0	0	0	0	0	0.167138416441342	0	0.00218374762576059	0	0	0.00125520831065574	0.790595125933354	0	0	0	0	0.000329348440490477	0	0.00351152423686338	0.000157417390200533	0	0.000167800239341419	0	0.0319189994863281	0	0.000706926889893458	0	0	0	0	0.000368423679192737	0
210625-MICU-374-01	0.00048958670556198	0.000101305254543015	0	0.507046195638936	0.0143460419206679	0	0	0.00596173119276253	0.000380088457755377	0.00192823203619797	0.0082956271116333	0	0.00416713351966119	0	0.00101415970668198	0	0.110519382629171	0.00323291085536178	0.0215418150447271	0.00479179389794719	0	0.0174598222253321	0	0.00129548938077357	0.000850742705910957	0.251773672325442	0.00434007210719801	0.0265885881789722	0.01120890051359	0	0.000148913188371973	0	0	0.000131530756718144	0	0.00134951884986318	0.000427585675459151	0
210625-MICU-381-01	0	0.0190511556290334	0.00143881580908677	0.0307467250073091	0	0	0	0	0.0228203195729683	0.00076977430309484	0	0.0927536716999941	0	0	0	0	0.00218536822126069	0	0	0	0.00804220107960872	0	0	0.0152172423586119	0.382518100261037	0.000914021994896414	0.00296978696007142	0	0	0.369329426058414	0.00722859807247845	0.010898493662882	0	0.00496802021350541	0.012774341274976	0.0030339086678846	0	0
210625-MICU-386-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143470677687731	0	0	0	0	0	0.00164837165319457	0	0	0.00183041572381969	0	0	0.979928144960945	0	0	0	0	0	0	0	0
210625-MICU-390-01	0.0692804404661592	0.000743342283032644	0	0.201001261777778	0	0	0.000392814110644496	0.0310523449221945	0.00893914843291651	0.00136229961318258	0.00540171950451266	0.0182219010249394	0.0362742873675705	0.00256423413303626	0.00727429416794071	0.00624644912488509	0.274892476874105	0	0	0.105904266861363	0.00362447366680288	0.0114256110596275	0	0.0141195467986021	0	0.0636815102262112	0.00664853646760334	0	0.00377136166285125	0.0591367610084084	0.000339153007711002	0.046076340955724	0.00311135482538813	0	0	0	0	0
210625-MICU-391-02	0	0	0	0.00410148466965728	0	0	0	0	0	0	0	0.00628999824493731	0	0	0	0	0.014819886395713	0.278465262632259	0	0	0.004994960395345	0	0	0	0	0	0	0	0	0.682437113599799	0	0	0	0	0	0	0	0
210628-MICU-394-01	0	0	0.00430268482109727	0.924571255122173	0	0	0	0	0	0.022927249902825	0	0.00246935778401201	0.0266956531010382	0	0	0	0.00555381732307137	0	0	0	0	0.000854666316182836	0	0.00875529493622384	0	0	0.0023235129852548	0	0.00100024785718056	0	0	0.000546259850940824	0	0	0	0	0	0
210628-MICU-404-02	0	0.000373173362883143	0.148484806552619	0.0844923829349847	0	0	0	0	0	0	0	0.00358217646085305	0.0545014659591391	0	0	0	0.106234740547096	0.295664225892209	0	0.000281623564276095	0	0	0.00655693605960589	0	0.015049480618177	0.120393852325858	0	0	0.00529538647686596	0.0947768459821317	0	0.064312903263302	0	0	0	0	0	0
210628-MICU-405-01	0.00597000494805333	0.00024227544193576	0	0.457646477760185	0	0	0	0	0.00466340785538117	0.0663838091491546	0.0707483730640643	0.00266345225376448	0.000126884719823101	0	0	0	0.228123062852898	0	0.00249904301200435	0.0043318849018114	0	0.0317340261885104	0	0.00126614272818149	0	0.000509567231829539	0.0859265350994574	0.00611582095822304	0.0101523551933769	0.00308005332764193	0	0	0	0	0.000637691500425334	0	0	0
210628-MICU-407-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
210628-MICU-411-01	0.00834404260313501	0	0	0.172174679255394	0	0.0278447930423731	0.00180170621192973	0.022809262767544	0.00453449649439364	0.0500598098887263	0.0073575350975571	0	0.0586649650387786	0.000900408532956494	0.00540319215275291	0	0.255726989493851	0.00617971300737636	0.0121767065083117	0.0773168774140314	0	0.072750371663035	0.00410577992332005	0.0160483446472224	0	0.0712090370430086	0	0.000136335722567474	0.00707078550715703	0.0137768729564461	0.00116018736084865	0.0404330259654347	0.00218744739219401	0	0.0010346695814849	0	0	0.0501398330302333
210630-MICU-416-01	0	0.000105544247820317	0.0105885963984328	0.512739651180502	0	0	0	0	0	0	0	0	0.00218468110671929	0	0	0	0	0.402783266038272	0	0	0	0.0197635542261747	0	0	0	0	0	0	0	0.00275178452784338	0	0.049082922274235	0	0	0	0	0	0
210630-MICU-420-01	0	0.00320368180082173	0	0.12421985753297	0	0	0	0.0212041774669795	0.0192663632252701	0.107425698625729	0.0208610951077935	0	0.00134793914773163	0	0.00502451513030194	0	0.515630360661862	0.00390059674136491	0	0.0605379688599586	0.00116795962170315	0.0473138084638695	0	0.00799180763714278	0	0.0200026956471079	0.00222044105040536	0	0.0230425810520514	0.000742343298750755	0.00490707184292561	0.00137290740567778	0.000321581914843444	0.00360328952174689	0.00127026012301028	0.00174188277310419	0.000145532577565743	0
210630-MICU-422-01	0	0.000447214834161876	0.00850233844296724	0.133361000089901	0	0.0011501157865893	0.00203874972318642	0.249036122639301	0.0162453012452871	0.0064960717743417	0.0125384590605011	0.0621024785109768	0.0283077015974519	0	0	0.00140324100013842	0.182846844554297	0	0.0216159227889924	0.016034093998412	0.00196421391749277	0.0334781682199003	0	0.00752744245276445	0.000660848201294659	0.0091769346590553	0.0396034479481964	0.0894949936334561	0.0149261657474142	0	0.0072648823271022	0.0108137571262228	0.000562455546400696	0.000120092952754138	0	0.000213363798215265	0	0
210630-MICU-426-01	0.0407054885979515	0.00341885968010157	0.14753655257021	0.0561403089760212	0.0169981812004368	0	0.00147437959624077	0.0145531635156002	0.00250181421215134	0.0248537234565434	0.0141500538037872	0.0414739893021556	0.0149219040467817	0.00689466151963915	0.00100995876135221	0.000478110254292616	0.043551722777024	0	0.00865608202700107	0.0277717542714265	0	0.100173782810371	0.143790748777746	0.0311295940926951	0.0272621874789289	0.0987926077717747	0.0106132321054167	0.00242084275269758	0.00837151686194235	0	0.00410682582121589	0.0313765861704534	0.00103952208198011	0.00117452305844348	0	0.000517576559170258	0	0
210714-LD-029-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001882928962341	0	0	0	0	0	0.00691193016168488	0	0	0	0	0	0.992334898253379	0	0	0	0	0.000102474244877029	0	0	0
210714-MICU-436-01	0	0.00115789432168362	0	0.000185149153528746	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998656956524788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210714-MICU-445-01	0	0.00183913737161104	0.0649225555857885	0.000228068129598551	0	0.000640553180317607	0.00015925772315045	0.00210406372623572	0.00199034415141107	0.0416879104644526	0.0183480998956019	0.00239880373045492	0.00632300963383429	0.00609343195235754	0.000411856070769805	0	0.419393389093664	0.0140432353269356	0	0.00662907127714001	0.00809446876290588	0.000836040148544937	0.000763833250370878	0.00655812233886446	0	0	0.0292136027229297	0.359669855972397	0	0.000904473167023487	0	0	0	0	0.000385187320921546	0.00636162900271833	0	0
210805-MICU-156-01	0.00137263813818634	0.00224667273799406	0.348939179154283	0.0800298384903008	0.001128996558267	0.00465064804943119	0.00163266892285753	0.159202369507293	0.0527423194610824	0.00139832019099337	0.0104169447481047	0.00246970109131828	0.0227597055349893	0.013790586513881	0	0.0200272702850201	0.0382162462638527	0.00179453343989132	0.000762858344893073	0.0557498230134848	0.0197549053565666	0.0251761839510824	0	0.00276098963762961	0	0.0288801442250018	0.00131434663674933	0.0259468144961671	0.005000566018927	0.00955456844858436	0.0211900590180332	0	0.000899378730867293	0.000144630507913283	0	0	0	0.00714907248928366
210805-MICU-414-01	0	0	0	0	0	0	0	0	0	0	0	0.0699110081355848	0	0	0	0	0	0	0	0	0	0	0.00247758362698552	0	0	0	0	0	0	0.926500393695316	0	0	0	0	0	0	0	0
210805-MICU-457-01	0.000311599664083343	0	0.000685519260983354	0.00424905855660315	0.000815046964484665	0.0014859027118641	0.00407615129202357	0.28728847499764	0.0121053414597711	0.0720268733325981	0.0300412625163017	0	0.0159551247605341	0.0377096691514194	0	0.000144191217105233	0.232338485216276	0	0.00302923751867689	0.0669609348723098	0	0.222268011758916	0	0	0	0.00732106465662481	0	0	0	0.000841319093025025	0	0	0	0	0	0	0.000346730998759406	0
210805-MICU-459-01	0.0287019398845591	0	0	0.599740794057203	0	0	0.0110804001773586	0.0274963256046927	0.00313737046889873	0.00285473768419467	0.00340072514981961	0	0.000939779375067008	0.00257289406163379	0.00451536030832339	0	0.0886256143768206	0	0	0.033659569205405	0	0.0738964666617889	0	0.00118148846577522	0.00891403735690658	0.0812030934705062	0.000642828934336862	0.00262148390216329	0.00519043215308122	0.00433283837835297	0.000407207665875964	0.00373048218821585	0.000804719911135833	0	0	0	0	0.00272351129353032
210805-MICU-460-02	0	0	0	0	0	0	0	0	0	0	0	0.444105638168013	0	0	0	0	0	0.0332585484324789	0	0	0	0	0	0.000125452464516839	0.00600881340585459	0	0	0	0	0	0	0.166032951898606	0	0	0	0	0.345195255231241	0
210805-MICU-469-01	0.0124222920240927	0	0.126910160499228	0.0366810978878659	0.00138874239926906	0.0105224135359321	0.000479431921228874	0.0349142770482421	0.0040069574421477	0.00184545716099164	0.00842344785319722	0.0127925068323105	0.00464578393859377	0.0067737077587213	0.00440126242500685	0.00101378444785757	0.111097270009043	0.00629714668732014	0.044065422922987	0.0328266699452604	0	0.0134379487653161	0.000248890198107361	0.00446641823414027	0	0.0112351332105525	0.00139136360998132	0.00270321716169063	0.00370476929289096	0.445956564042107	0.0040506442873521	0.00890050820282928	0.0011756754142293	0	0.000365970943255157	0	0.000448351851354885	0.000148285634579511
210805-MICU-470-01	0	0	0	0.00318633352584098	0	0	0	0	0	0.00764852810098746	0	0	0.00544295768995647	0	0	0	0.0215591671358664	0.00100816075535416	0	0.00288495947985519	0.000188283344708785	0.000650784483762674	0	0.000197697511944225	0	0.307464288020412	0	0	0	0.649595884801974	0	0	0	0	0	0	0	0
210805-MICU-492-01	0.00545659681577273	0.000553807409406128	0.0145632698842255	0.0505685553258496	0.00145852264235046	0.00400336490577867	0.000164806312901848	0.0285040851067207	0.0439813290055143	0.00191683233272358	0.00393828889779496	0	0.00112507423558838	0.0569604213539249	0.00455280746099077	0	0.189310472078821	0.000609889172383964	0.0024255362487914	0.0285235285481305	0.00550275845558232	0.00239537907435992	0	0.251583582328425	0.0035523299723956	0.00291850023609893	0	0	0.000712529380098117	0.000579202924716847	0.00854810399992593	0.0222361544840941	0.00426525615742045	0	0.00781745386150714	0	0.247342002198299	0
210805-MICU-494-01	0	0	0	0	0	0	0	0	0	0	0	0.501574687591626	0	0	0	0	0.165517162408653	0.00327270706440603	0	0	0	0	0	0.00206449585047049	0	0	0	0	0	0.327343402915696	0	0	0	0	0.00022754416914915	0	0	0
220418-LD-021-01	0	0	0	0	0	0	0	0	0	0	0	0.063488363135361	0	0	0	0	0	0	0	0	0	0	0	0	0.137108842831958	0	0	0	0	0.799402794032681	0	0	0	0	0	0	0	0
220614-MICU-026-01	0.00209458918533023	0.00211639291061783	0	0.156089455619343	0	0	0	0.00195077269429184	0.0135380211269288	0.0365363262727071	0.00514402737050266	0.456072486154359	0	0.00096332822634293	0.00300351821827886	0.00223829555654394	0.106429048640697	0	0.0639154182840975	0.00503203550879819	0.0287238753104416	0.0349305589891529	0	0.00190011757493682	0.000856401876573956	0.00737725741511111	0	0.000914545144007549	0.00483943593542441	0.00537781175830857	0	0.0321371493963727	0.00136834894153375	0	0	0.00630645223987578	0	0
