"measure","count","total","percent"
"Expan_HMDS",14,147,9.52380952380952
"Expan_LMDS",33,147,22.4489795918367
"NoExpan_HMDS",29,147,19.7278911564626
"NoExpan_LMDS",71,147,48.2993197278912
